customer_id,customer_name,city,state,joining_date,is_active
1399,Lagan Shanker,Jodhpur,Gujarat,2021-04-19,False
1400,Navya Dada,Ahmednagar,Tamil Nadu,2021-08-06,True
1401,Damini Shenoy,Tumkur,Karnataka,2023-01-21,False
1402,Bhamini Varghese,Dharmavaram,Tamil Nadu,2021-09-13,True
1403,Vardaniya Sanghvi,Warangal,Telangana,2024-11-13,True
1404,Miraya Srinivasan,Nagercoil,Andhra Pradesh,2023-05-28,True
1405,Jivika Brar,Thrissur,Andhra Pradesh,2021-05-29,True
1406,Vihaan Chadha,Nagercoil,Gujarat,2022-06-10,False
1407,Eshani Raval,Bidar,Andhra Pradesh,2021-12-14,False
1408,Romil Banik,Korba,Rajasthan,2023-09-27,False
1409,Jayant Kar,Patna,Gujarat,2021-12-06,True
1410,Farhan Karnik,Bhalswa Jahangir Pur,Gujarat,2024-10-22,True
1411,Hazel Deo,Gopalpur,Rajasthan,2021-09-14,True
1412,Darshit Kata,Ballia,Kerala,2021-03-24,True
1413,Alia Sundaram,Nellore,Rajasthan,2024-08-17,False
1414,Ryan Balay,Aligarh,Telangana,2023-08-28,True
1415,Miraan Roy,Nanded,Delhi,2023-09-26,False
1416,Anahita Bhat,Kakinada,Gujarat,2023-09-07,False
1417,Kimaya Keer,Aurangabad,Delhi,2023-04-02,False
1418,Aarav Bobal,Eluru,Tamil Nadu,2023-09-12,True
1419,Anay Jayaraman,Morbi,Andhra Pradesh,2022-08-09,True
1420,Hrishita Manne,North Dumdum,Delhi,2021-07-12,False
1421,Lakshit Khatri,Lucknow,Rajasthan,2022-01-29,True
1422,Ahana  Bansal,Mira-Bhayandar,Punjab,2023-09-03,False
1423,Abram Kothari,Akola,Kerala,2023-04-04,False
1424,Arhaan Dara,Hapur,Delhi,2021-06-28,False
1425,Sana Roy,Howrah,Karnataka,2022-08-24,True
1426,Kimaya Ramakrishnan,Bhavnagar,Kerala,2022-05-18,False
1427,Sana Bakshi,Latur,Rajasthan,2021-08-31,False
1428,Tarini Comar,Bhilwara,Rajasthan,2023-06-02,True
1429,Kiaan Arora,Dindigul,Delhi,2021-09-26,False
1430,Bhamini Wason,Jehanabad,Rajasthan,2024-08-26,False
1431,Lavanya Mander,Katihar,Karnataka,2023-04-16,False
1432,Divyansh Sarkar,Barasat,Kerala,2024-10-09,True
1433,Tara Sahota,Berhampur,Gujarat,2023-02-27,False
1434,Jiya Raman,Jaunpur,Kerala,2024-10-18,True
1435,Advika Dixit,Tenali,Telangana,2024-06-03,False
1436,Ivan Comar,Karimnagar,Telangana,2021-04-04,False
1437,Yuvraj  Sarkar,Bahraich,Maharashtra,2023-07-29,True
1438,Anika Dayal,Kottayam,Telangana,2022-04-15,True
1439,Kimaya Chad,Jhansi,Kerala,2022-10-05,True
1440,Saanvi Char,Gurgaon,Delhi,2021-10-10,False
1441,Damini Date,Sagar,Kerala,2023-07-29,False
1442,Manikya Gokhale,Noida,Andhra Pradesh,2024-11-28,False
1443,Dhanuk Din,Srikakulam,Rajasthan,2021-10-11,False
1444,Rania Hegde,Navi Mumbai,Andhra Pradesh,2021-07-14,True
1445,Prerak Loyal,Sangli-Miraj & Kupwad,Karnataka,2021-12-17,False
1446,Arhaan Rajan,Mumbai,Delhi,2023-11-02,True
1447,Priyansh Basak,Tumkur,Andhra Pradesh,2024-06-18,False
1448,Kismat Tella,Chennai,Rajasthan,2023-05-26,True
1449,Jayan Dash,Ichalkaranji,Punjab,2023-01-28,True
1450,Darshit Wadhwa,Dewas,Tamil Nadu,2024-07-18,False
1451,Jivin Randhawa,Ambala,Maharashtra,2021-05-22,True
1452,Fateh Mallick,Jamalpur,Kerala,2023-04-09,True
1453,Charvi Dhar,Chittoor,Rajasthan,2024-11-05,True
1454,Emir Bala,Kozhikode,Delhi,2023-12-02,True
1455,Tushar Gade,Meerut,Punjab,2024-12-04,False
1456,Mehul Dyal,Howrah,Delhi,2022-09-25,False
1457,Ranbir Manda,Bhopal,Kerala,2025-03-05,False
1458,Darshit Dalal,Giridih,Gujarat,2022-06-27,False
1459,Yasmin Lalla,Ghaziabad,Kerala,2023-09-30,False
1460,Anahita Bali,Bharatpur,Delhi,2024-04-27,False
1461,Nirvi Mammen,Ghaziabad,Karnataka,2023-03-11,True
1462,Bhamini Lalla,Munger,Telangana,2024-10-20,True
1463,Shalv Thakkar,Tirupati,Telangana,2024-09-29,True
1464,Divij Dugar,Alappuzha,Maharashtra,2025-01-06,True
1465,Miraya Brar,Suryapet,Karnataka,2023-09-02,True
1466,Parinaaz Barad,Agra,Delhi,2022-05-09,False
1467,Azad Ray,Ambarnath,Telangana,2023-04-17,True
1468,Kashvi Andra,Amritsar,Rajasthan,2024-03-30,True
1469,Vivaan Bhagat,Bikaner,Rajasthan,2024-08-10,False
1470,Uthkarsh Tara,Bhusawal,Delhi,2024-06-16,True
1471,Lavanya Dass,Karnal,Maharashtra,2022-08-26,True
1472,Arnav Sood,Shivpuri,Punjab,2021-08-19,False
1473,Farhan Kamdar,Khammam,Telangana,2024-07-31,True
1474,Jivika Divan,Serampore,Telangana,2021-04-11,True
1475,Ritvik Saraf,Nashik,Kerala,2023-10-28,True
1476,Aniruddh Anne,Davanagere,Delhi,2022-09-08,True
1477,Rasha Rama,Bhimavaram,Delhi,2024-08-28,True
1478,Neysa Aggarwal,Serampore,Maharashtra,2022-07-21,False
1479,Rasha Sagar,Surat,Rajasthan,2024-07-15,False
1480,Pranay Tara,New Delhi,Kerala,2025-01-06,True
1481,Inaaya  Sarna,Thiruvananthapuram,Andhra Pradesh,2021-06-21,True
1482,Sumer Shenoy,Sultan Pur Majra,Rajasthan,2022-05-31,True
1483,Shayak Tara,Sambhal,Delhi,2025-04-06,True
1484,Divit Baria,Mahbubnagar,Andhra Pradesh,2024-08-20,False
1485,Raghav Shankar,Gorakhpur,Maharashtra,2021-09-01,True
1486,Yuvaan Chaudhuri,Kochi,Telangana,2024-10-13,True
1487,Kabir Vasa,Bhind,Rajasthan,2021-03-22,True
1488,Anvi Samra,Chandrapur,Kerala,2024-07-16,False
1489,Aaryahi Magar,Tirunelveli,Delhi,2024-05-21,False
1490,Neysa Mammen,Shimla,Gujarat,2023-08-22,True
1491,Baiju Sule,Muzaffarnagar,Andhra Pradesh,2021-07-09,True
1492,Romil Sawhney,Suryapet,Punjab,2024-10-10,True
1493,Kabir Sengupta,Jamshedpur,Telangana,2024-01-19,True
1494,Rhea Yohannan,Dehradun,Punjab,2022-04-09,False
1495,Indrans Lalla,Maheshtala,Karnataka,2021-04-26,False
1496,Kashvi Ramaswamy,Sikar,Gujarat,2024-01-02,False
1497,Rohan Zachariah,Kumbakonam,Tamil Nadu,2022-04-06,False
1498,Kartik Rajagopalan,Surat,Tamil Nadu,2025-03-18,False
1499,Hunar Gupta,Gandhinagar,Andhra Pradesh,2021-07-17,False
1500,Yashvi Chhabra,Bangalore,Telangana,2023-11-21,True
1501,Gatik Kapadia,Imphal,Tamil Nadu,2021-09-14,True
1502,Ranbir Bora,Jamshedpur,Andhra Pradesh,2023-04-17,True
1503,Stuvan Sarin,Gwalior,Rajasthan,2024-05-11,False
1504,Tara Bhatti,Dhule,Tamil Nadu,2025-04-20,False
1505,Pihu Goyal,Berhampur,Kerala,2022-01-19,False
1506,Vritika Bobal,Tinsukia,Tamil Nadu,2022-05-21,True
1507,Shalv Biswas,Ambattur,Punjab,2024-06-30,True
1508,Samarth Chauhan,Rohtak,Rajasthan,2022-03-09,False
1509,Sahil Mall,Alappuzha,Maharashtra,2024-06-25,False
1510,Jiya Dhar,Kakinada,Delhi,2024-03-26,True
1511,Miraan Dhillon,Ujjain,Punjab,2025-03-29,True
1512,Amira Sant,North Dumdum,Gujarat,2023-01-27,True
1513,Oorja Sharaf,Nellore,Maharashtra,2025-02-18,True
1514,Mannat Comar,Amritsar,Gujarat,2023-03-03,False
1515,Onkar Bal,Thoothukudi,Kerala,2024-06-13,True
1516,Shalv Dua,Vellore,Telangana,2024-08-03,True
1517,Reyansh Solanki,Nagpur,Gujarat,2023-12-12,False
1518,Lagan Karnik,Tadepalligudem,Karnataka,2024-08-11,True
1519,Darshit Choudhry,Indore,Telangana,2024-02-19,False
1520,Yakshit Hari,Bardhaman,Kerala,2024-04-22,True
1521,Ayesha Kari,Anantapuram,Andhra Pradesh,2021-07-27,True
1522,Aaryahi Vala,Alwar,Andhra Pradesh,2025-03-15,True
1523,Samaira Bath,Alappuzha,Punjab,2022-01-17,True
1524,Hridaan Shan,Orai,Kerala,2023-12-10,False
1525,Hiran Rama,Varanasi,Delhi,2023-10-01,False
1526,Pihu Apte,Kulti,Karnataka,2022-01-20,True
1527,Divyansh Sengupta,Rampur,Kerala,2024-02-17,True
1528,Eva Sabharwal,Dibrugarh,Maharashtra,2021-06-03,False
1529,Adah Ramesh,Mahbubnagar,Rajasthan,2021-08-21,True
1530,Kismat Rajagopal,Hindupur,Rajasthan,2023-05-03,True
1531,Dishani Shankar,Arrah,Maharashtra,2024-11-30,True
1532,Tiya Bains,Nizamabad,Rajasthan,2023-05-15,True
1533,Dishani Rao,Bellary,Delhi,2021-07-22,False
1534,Jhanvi Barad,Meerut,Gujarat,2021-03-18,False
1535,Himmat Bedi,Morena,Gujarat,2022-05-23,False
1536,Kismat Kadakia,Berhampur,Delhi,2023-01-02,True
1537,Himmat Srinivas,Karawal Nagar,Gujarat,2022-06-29,False
1538,Anahita Brahmbhatt,Aligarh,Andhra Pradesh,2024-06-18,True
1539,Kartik Bose,Munger,Punjab,2024-06-19,False
1540,Suhana Khalsa,Visakhapatnam,Punjab,2021-04-07,False
1541,Zain Bobal,Patiala,Karnataka,2023-07-22,False
1542,Azad Kata,Medininagar,Delhi,2024-01-17,False
1543,Kashvi Cherian,Tiruchirappalli,Tamil Nadu,2022-10-31,True
1544,Piya Subramanian,Ujjain,Delhi,2023-09-11,False
1545,Mehul Chaudhuri,Vadodara,Karnataka,2023-10-03,False
1546,Rohan Arya,Visakhapatnam,Andhra Pradesh,2023-04-21,False
1547,Zeeshan Vig,Raichur,Delhi,2022-01-28,True
1548,Veer Dora,Deoghar,Karnataka,2022-02-06,True
1549,Samarth Dasgupta,Ahmednagar,Telangana,2025-01-31,False
1550,Nitya Devan,Mau,Rajasthan,2021-04-12,False
1551,Samar Bhatt,Raichur,Tamil Nadu,2024-12-18,False
1552,Eshani Lanka,Tinsukia,Delhi,2023-10-30,False
1553,Kartik Sheth,Madanapalle,Maharashtra,2024-04-13,False
1554,Onkar Chaudhry,Ujjain,Tamil Nadu,2025-04-26,True
1555,Nirvaan Bala,Kanpur,Andhra Pradesh,2023-05-25,False
1556,Riaan Tripathi,Vadodara,Tamil Nadu,2023-05-19,True
1557,Vedika Agarwal,Saharanpur,Telangana,2025-03-22,False
1558,Kimaya Vora,Bhilai,Andhra Pradesh,2021-11-15,False
1559,Damini Dara,Bhiwandi,Delhi,2024-02-07,False
1560,Nitara Tara,Bhatpara,Rajasthan,2025-03-08,True
1561,Jivika Bhasin,Uluberia,Punjab,2024-07-07,False
1562,Jayan Divan,Alwar,Maharashtra,2023-07-05,False
1563,Krish Vora,Thiruvananthapuram,Tamil Nadu,2024-03-23,True
1564,Mehul Basu,Kurnool,Maharashtra,2021-04-24,True
1565,Zoya Anne,Jorhat,Gujarat,2025-02-25,True
1566,Advika Bhakta,Siliguri,Delhi,2025-04-09,False
1567,Elakshi Kota,Naihati,Telangana,2024-11-18,False
1568,Anvi Roy,Ahmednagar,Tamil Nadu,2023-07-25,False
1569,Hridaan Chatterjee,Bhiwandi,Delhi,2024-01-10,True
1570,Mohanlal Kuruvilla,Guwahati,Punjab,2023-01-01,False
1571,Parinaaz Sidhu,Serampore,Karnataka,2024-10-24,False
1572,Shanaya Lal,Chittoor,Telangana,2021-06-30,False
1573,Jayan Saran,Shimoga,Tamil Nadu,2023-04-13,True
1574,Elakshi Raju,Patiala,Tamil Nadu,2024-10-01,True
1575,Shanaya Dugal,Kumbakonam,Andhra Pradesh,2023-06-12,False
1576,Gokul Gokhale,Belgaum,Rajasthan,2022-04-03,True
1577,Aniruddh Talwar,Ghaziabad,Maharashtra,2023-05-08,False
1578,Kaira Mallick,Rajpur Sonarpur,Maharashtra,2022-02-10,True
1579,Jayesh Sehgal,Ongole,Gujarat,2024-02-04,False
1580,Aarav Deshpande,Jalgaon,Delhi,2023-05-03,False
1581,Keya Karan,Sambalpur,Gujarat,2021-05-29,True
1582,Adah Baria,Chandrapur,Punjab,2024-12-28,False
1583,Dhanush Bhalla,Raiganj,Telangana,2022-01-06,False
1584,Himmat Grover,Gulbarga,Punjab,2022-09-28,True
1585,Pihu Bora,Miryalaguda,Delhi,2021-09-01,True
1586,Divij Sule,Panipat,Karnataka,2022-10-04,False
1587,Aniruddh Divan,Firozabad,Maharashtra,2023-03-24,True
1588,Shray Bera,Panihati,Tamil Nadu,2021-05-30,False
1589,Hansh Cherian,Buxar,Telangana,2021-05-14,False
1590,Anahita Hayer,Miryalaguda,Gujarat,2024-02-29,False
1591,Misha Hari,Mysore,Karnataka,2021-12-31,True
1592,Prerak Bhat,Agartala,Tamil Nadu,2023-11-01,True
1593,Ehsaan Mahal,Tezpur,Kerala,2023-05-20,True
1594,Miraya Balakrishnan,Nagaon,Punjab,2023-06-04,True
1595,Ryan Sampath,Katihar,Gujarat,2021-10-14,False
1596,Vritika Badami,Madurai,Andhra Pradesh,2023-09-13,False
1597,Vedika Guha,Sambalpur,Telangana,2021-08-25,False
1598,Badal Dhar,Sonipat,Telangana,2023-07-07,False
1599,Trisha Aurora,Vijayawada,Delhi,2021-12-25,False
1600,Samarth Sundaram,Rewa,Karnataka,2023-04-12,False
1601,Tushar Chadha,Kulti,Tamil Nadu,2022-11-09,True
1602,Advika Ghosh,Bhind,Rajasthan,2022-05-07,False
1603,Dhanush Kannan,Kumbakonam,Rajasthan,2021-12-17,False
1604,Advika Rajan,Unnao,Karnataka,2024-04-06,True
1605,Anaya Vohra,Farrukhabad,Delhi,2024-03-20,False
1606,Baiju Madan,Tiruppur,Karnataka,2024-07-04,False
1607,Lakshit Sani,Guwahati,Telangana,2023-06-02,True
1608,Seher Chaudry,Durgapur,Telangana,2025-01-17,False
1609,Hridaan Kakar,Nanded,Karnataka,2024-07-20,True
1610,Adah Swaminathan,Etawah,Telangana,2024-03-10,False
1611,Nehmat Sehgal,Rampur,Rajasthan,2022-09-17,False
1612,Shaan Kadakia,Bathinda,Maharashtra,2024-08-15,True
1613,Romil Anand,Ahmedabad,Gujarat,2021-08-02,True
1614,Priyansh Som,Dharmavaram,Gujarat,2025-02-10,True
1615,Lagan Raja,Jammu,Punjab,2024-05-18,False
1616,Sahil Sood,Tenali,Delhi,2023-06-25,False
1617,Jhanvi Sarna,Kadapa,Punjab,2024-02-26,True
1618,Zaina Sampath,Durg,Tamil Nadu,2023-02-02,True
1619,Kiaan Chacko,Bhind,Maharashtra,2022-01-15,True
1620,Dhanuk Randhawa,Karimnagar,Gujarat,2021-11-13,True
1621,Vedika Bail,Visakhapatnam,Tamil Nadu,2023-01-22,False
1622,Vritika Chauhan,Anantapur,Kerala,2021-11-28,True
1623,Shaan Biswas,Berhampur,Maharashtra,2024-07-11,False
1624,Shamik Lata,Rajpur Sonarpur,Kerala,2021-09-28,True
1625,Ela Rastogi,Hajipur,Tamil Nadu,2021-11-17,False
1626,Neysa Lanka,Indore,Gujarat,2024-08-05,False
1627,Tanya Grover,Yamunanagar,Kerala,2023-02-09,True
1628,Yakshit Batta,Burhanpur,Andhra Pradesh,2024-11-10,True
1629,Riaan Mangat,Chandrapur,Delhi,2024-07-16,True
1630,Hansh Bala,Bhimavaram,Andhra Pradesh,2021-12-11,True
1631,Eva Ravi,Jalandhar,Telangana,2022-09-27,True
1632,Kabir Virk,Bhiwani,Gujarat,2023-05-31,True
1633,Ehsaan Sachdev,Hajipur,Karnataka,2025-04-01,False
1634,Rhea Venkataraman,Eluru,Telangana,2024-08-04,True
1635,Jhanvi Thakkar,Jamalpur,Karnataka,2022-12-24,False
1636,Dhruv Sarna,Rourkela,Rajasthan,2021-05-07,False
1637,Myra Dash,Chittoor,Rajasthan,2022-05-26,False
1638,Saira Bawa,Khandwa,Rajasthan,2025-01-21,False
1639,Amira Barad,New Delhi,Punjab,2023-07-05,False
1640,Ira Subramanian,Mumbai,Telangana,2025-02-18,False
1641,Taran Khare,Giridih,Delhi,2023-09-10,False
1642,Mannat Seth,Guna,Punjab,2024-12-13,False
1643,Vivaan Bera,Bikaner,Tamil Nadu,2024-11-11,True
1644,Keya Bajaj,Chandrapur,Delhi,2021-12-02,False
1645,Shray Bhargava,Pudukkottai,Kerala,2021-04-14,False
1646,Faiyaz Kothari,Sirsa,Tamil Nadu,2022-11-22,True
1647,Baiju Bajwa,Hapur,Delhi,2022-06-10,True
1648,Ranbir Suresh,Amritsar,Kerala,2023-08-05,True
1649,Eva Sarin,Jhansi,Andhra Pradesh,2021-11-04,True
1650,Diya Chakrabarti,Nashik,Maharashtra,2022-04-11,True
1651,Vidur Lata,Meerut,Delhi,2021-06-08,False
1652,Yashvi Verma,Aligarh,Maharashtra,2023-03-17,False
1653,Aniruddh Devi,Buxar,Punjab,2023-09-17,True
1654,Kiaan Varughese,Bijapur,Kerala,2023-10-18,False
1655,Dhanuk Hora,Nandyal,Maharashtra,2025-02-09,True
1656,Lakshit Dhar,Suryapet,Andhra Pradesh,2021-05-13,False
1657,Zara Dhillon,Chapra,Kerala,2024-01-03,False
1658,Advik Banik,Raebareli,Gujarat,2023-09-04,True
1659,Shray Ratta,Hyderabad,Karnataka,2025-01-23,False
1660,Shanaya Rajagopal,Bihar Sharif,Tamil Nadu,2022-04-07,False
1661,Aarna Dyal,Rajpur Sonarpur,Delhi,2021-09-28,False
1662,Hrishita Sawhney,Bhalswa Jahangir Pur,Karnataka,2021-04-05,False
1663,Ivana Behl,Durgapur,Kerala,2022-03-12,True
1664,Divit Anand,Barasat,Punjab,2023-11-07,True
1665,Lagan Tripathi,Guna,Gujarat,2023-08-10,False
1666,Pranay Lad,Kolkata,Kerala,2025-01-05,True
1667,Faiyaz Chaudry,Tumkur,Gujarat,2022-08-04,False
1668,Rania Chaudhary,Purnia,Karnataka,2021-04-05,True
1669,Madhup Bedi,Rourkela,Kerala,2022-01-05,True
1670,Advika Swaminathan,Gopalpur,Gujarat,2023-01-01,False
1671,Emir Issac,Berhampur,Maharashtra,2022-04-18,True
1672,Sahil Bera,Madanapalle,Andhra Pradesh,2023-05-14,False
1673,Nirvaan Mandal,Siliguri,Kerala,2023-04-30,False
1674,Arnav Keer,Warangal,Kerala,2021-06-11,False
1675,Samaira Virk,Jabalpur,Karnataka,2022-06-23,False
1676,Ehsaan Halder,Katihar,Telangana,2025-02-20,True
1677,Vivaan Dhar,Kakinada,Andhra Pradesh,2022-08-29,True
1678,Manjari Keer,Jalgaon,Kerala,2023-04-27,False
1679,Aarush Rattan,Gurgaon,Gujarat,2024-02-02,True
1680,Pranay Bhandari,South Dumdum,Gujarat,2023-02-11,True
1681,Indrajit Hari,Morbi,Delhi,2022-07-26,True
1682,Riya Tripathi,Giridih,Maharashtra,2023-02-23,True
1683,Vritika Desai,Hubli–Dharwad,Tamil Nadu,2022-03-28,True
1684,Jivin Garg,Srinagar,Telangana,2022-02-09,True
1685,Jhanvi Mangat,Alwar,Tamil Nadu,2021-05-07,False
1686,Inaaya  Chandran,Bhatpara,Tamil Nadu,2025-03-16,True
1687,Nitara Bera,Farrukhabad,Punjab,2021-09-19,True
1688,Neelofar Anne,Dibrugarh,Maharashtra,2025-04-17,False
1689,Nitara Hans,Mumbai,Kerala,2021-10-26,True
1690,Bhavin Sengupta,Srinagar,Gujarat,2021-03-21,True
1691,Ranbir Badami,Durgapur,Punjab,2023-12-10,False
1692,Shalv Deshmukh,Korba,Andhra Pradesh,2025-04-11,False
1693,Jivika Suri,Panihati,Kerala,2024-10-03,True
1694,Nitara Sant,Panchkula,Gujarat,2023-11-06,False
1695,Jivin Vaidya,Bhind,Maharashtra,2022-01-10,False
1696,Aarush Loyal,Kolhapur,Kerala,2022-04-22,True
1697,Yuvraj  Bajwa,Panchkula,Telangana,2023-03-20,True
1698,Raghav Das,Rourkela,Kerala,2023-01-20,True
1699,Saanvi Dube,Bidar,Andhra Pradesh,2022-04-18,False
1700,Suhana Dani,Asansol,Tamil Nadu,2023-10-19,True
1701,Neysa Uppal,Davanagere,Kerala,2021-09-03,True
1702,Dishani Gole,Dharmavaram,Tamil Nadu,2023-06-25,True
1703,Nishith Babu,Kishanganj,Karnataka,2024-08-16,False
1704,Yakshit Kala,Kottayam,Andhra Pradesh,2021-05-23,False
1705,Emir Sagar,Hapur,Maharashtra,2022-09-07,True
1706,Arhaan Johal,Bhavnagar,Telangana,2023-07-30,False
1707,Adah Soni,Sikar,Delhi,2023-11-14,False
1708,Ishaan Garg,Madurai,Telangana,2022-04-25,False
1709,Samaira Lall,Pimpri-Chinchwad,Tamil Nadu,2024-04-02,False
1710,Adira Verma,Latur,Telangana,2022-11-29,False
1711,Prerak Tiwari,Ulhasnagar,Rajasthan,2022-12-12,False
1712,Anay Gala,Bhatpara,Delhi,2023-06-14,False
1713,Charvi Sant,Ballia,Karnataka,2021-09-04,False
1714,Oorja Singh,Dharmavaram,Andhra Pradesh,2022-03-24,False
1715,Armaan Badami,Allahabad,Maharashtra,2021-12-21,True
1716,Aaryahi Shah,Alwar,Rajasthan,2021-03-27,True
1717,Lavanya Walia,Jamshedpur,Delhi,2024-06-01,True
1718,Divij Sethi,Sasaram,Rajasthan,2024-01-14,False
1719,Nehmat Andra,Raebareli,Delhi,2024-06-15,False
1720,Anahi Sridhar,Dhanbad,Tamil Nadu,2023-10-22,False
1721,Nakul Anand,Mau,Telangana,2023-04-04,True
1722,Advika Sheth,Varanasi,Kerala,2024-02-17,True
1723,Tarini Ranganathan,Sasaram,Rajasthan,2025-04-17,True
1724,Zeeshan Amble,Bhimavaram,Punjab,2024-08-16,False
1725,Kimaya Khurana,Proddatur,Telangana,2024-01-05,True
1726,Divit Sankar,Bhiwandi,Punjab,2022-12-31,True
1727,Anahita Soman,Secunderabad,Delhi,2021-06-17,True
1728,Jhanvi Ben,Bellary,Rajasthan,2024-11-27,False
1729,Prisha Master,Tumkur,Gujarat,2024-05-12,True
1730,Prerak Sarna,Bareilly,Maharashtra,2023-07-24,True
1731,Neelofar Rana,Kurnool,Punjab,2023-12-31,False
1732,Veer Ravi,Chandrapur,Andhra Pradesh,2023-01-19,False
1733,Farhan Magar,Ramagundam,Telangana,2024-11-03,True
1734,Emir Som,Indore,Delhi,2024-02-29,True
1735,Divij Goel,Mau,Tamil Nadu,2023-06-05,False
1736,Aarna Agate,Faridabad,Andhra Pradesh,2022-08-22,True
1737,Ahana  Apte,Sasaram,Rajasthan,2025-02-01,True
1738,Aarna Sekhon,Meerut,Andhra Pradesh,2024-05-08,False
1739,Divyansh Chakrabarti,Adoni,Gujarat,2022-11-02,False
1740,Abram Ranganathan,Cuttack,Tamil Nadu,2021-11-27,False
1741,Mohanlal Kaur,Unnao,Rajasthan,2023-03-25,True
1742,Tarini Choudhary,Sangli-Miraj & Kupwad,Maharashtra,2021-12-03,False
1743,Tarini Hayer,Bhopal,Punjab,2025-03-14,False
1744,Biju Arora,Ongole,Telangana,2025-04-06,True
1745,Bhamini Saini,Guntur,Delhi,2024-02-27,True
1746,Dishani Date,Raichur,Rajasthan,2022-07-03,False
1747,Mishti Din,Vellore,Karnataka,2021-04-01,False
1748,Vanya Wason,Pudukkottai,Kerala,2021-03-24,True
1749,Alisha Issac,Ranchi,Delhi,2022-07-12,False
1750,Vaibhav Babu,Gangtok,Andhra Pradesh,2023-08-22,True
1751,Biju Tella,Panipat,Gujarat,2022-04-15,False
1752,Taran Grover,Aizawl,Rajasthan,2024-03-04,True
1753,Gokul Koshy,Bhiwani,Kerala,2022-08-20,True
1754,Vidur D’Alia,Guntakal,Rajasthan,2021-05-02,False
1755,Vidur Soni,Gopalpur,Maharashtra,2024-07-13,False
1756,Aarav Ghosh,Ulhasnagar,Punjab,2023-03-01,True
1757,Jayesh Bhakta,Agartala,Gujarat,2021-08-15,False
1758,Shlok Ravel,Adoni,Punjab,2022-07-19,False
1759,Kavya Balasubramanian,Bulandshahr,Punjab,2024-06-26,True
1760,Raunak Sibal,Bhiwandi,Punjab,2023-04-23,True
1761,Shalv Krish,Chittoor,Karnataka,2024-09-26,False
1762,Jhanvi Kothari,Srinagar,Maharashtra,2021-08-13,False
1763,Hridaan Upadhyay,Dharmavaram,Kerala,2021-06-01,True
1764,Tiya Chana,Howrah,Rajasthan,2023-06-11,True
1765,Biju Sani,Ahmednagar,Maharashtra,2024-05-17,False
1766,Ryan Mane,Maheshtala,Andhra Pradesh,2023-10-08,True
1767,Biju Chaudhari,Bidhannagar,Maharashtra,2023-06-11,False
1768,Rania Khatri,Raipur,Maharashtra,2024-02-16,True
1769,Kavya Khatri,Burhanpur,Delhi,2024-03-11,False
1770,Inaaya  Rajagopal,Khandwa,Delhi,2023-01-30,True
1771,Tushar Gade,Katni,Karnataka,2023-03-07,True
1772,Zara Ramachandran,Gudivada,Andhra Pradesh,2021-12-17,True
1773,Miraan Comar,Phagwara,Gujarat,2023-06-23,True
1774,Shaan Kant,Sangli-Miraj & Kupwad,Karnataka,2024-03-02,False
1775,Darshit Sahota,Arrah,Andhra Pradesh,2021-10-04,False
1776,Mohanlal Srinivasan,Kavali,Gujarat,2024-11-30,False
1777,Kavya Brahmbhatt,Silchar,Delhi,2021-09-16,True
1778,Yuvraj  Koshy,Shimoga,Delhi,2024-04-15,True
1779,Elakshi Sarna,Amaravati,Punjab,2022-03-03,False
1780,Romil Sha,Rajpur Sonarpur,Tamil Nadu,2023-05-05,True
1781,Indrans Sodhi,Bhimavaram,Rajasthan,2024-11-23,True
1782,Navya Sachdev,Ratlam,Gujarat,2024-05-01,True
1783,Dhruv Bala,Asansol,Punjab,2024-10-05,True
1784,Sahil Soni,Satara,Gujarat,2023-10-02,True
1785,Adira Ramesh,North Dumdum,Gujarat,2024-07-14,False
1786,Eva Karnik,Proddatur,Punjab,2022-06-15,True
1787,Ivana Madan,Nagpur,Delhi,2024-01-09,False
1788,Dhruv Raj,Ichalkaranji,Andhra Pradesh,2024-05-03,True
1789,Alia Gera,Mumbai,Kerala,2022-06-04,True
1790,Rasha Ganesan,Bihar Sharif,Gujarat,2025-03-21,True
1791,Vihaan Lalla,Kavali,Rajasthan,2021-08-19,False
1792,Charvi Chaudhary,Narasaraopet,Punjab,2023-11-24,False
1793,Dhruv Varkey,Farrukhabad,Maharashtra,2022-06-17,False
1794,Urvi Mahajan,Gopalpur,Gujarat,2022-09-01,True
1795,Kavya Mann,Thiruvananthapuram,Andhra Pradesh,2024-06-25,False
1796,Divij Ravi,Raipur,Andhra Pradesh,2022-11-10,True
1797,Anay Suresh,Katni,Andhra Pradesh,2024-02-23,True
1798,Prisha Jain,Haridwar,Gujarat,2023-01-23,False
1799,Seher Rastogi,Khora ,Rajasthan,2021-07-04,True
1800,Mishti Bhargava,Tezpur,Telangana,2022-08-23,False
1801,Rati Sahni,Mathura,Gujarat,2022-03-22,False
1802,Himmat Chana,Solapur,Gujarat,2023-06-07,False
1803,Jayant Lad,Rajahmundry,Andhra Pradesh,2021-12-12,False
1804,Kashvi Sankaran,Jaipur,Punjab,2021-07-05,False
1805,Shlok Raju,Chinsurah,Rajasthan,2021-11-24,True
1806,Kiara Kalla,Rajahmundry,Kerala,2022-02-15,True
1807,Ojas Kothari,Vijayanagaram,Kerala,2021-08-20,True
1808,Aaina Garg,Korba,Telangana,2021-12-27,False
1809,Piya Varkey,Singrauli,Andhra Pradesh,2022-04-11,True
